Id,OwnerUserId,CreationDate,ParentId,Score,Body
13435,891,2008-08-17T00:44:57Z,13396,4,"<p>The increment in the original <code>foreach</code> loop will not affect the contents of the array, the only way to do this remains a <code>for</code> loop:</p>

<pre><code>for(int i = 0; i &lt; intArray.Length; ++i)
{
    if(intArray[i] &gt; 3) ++intArray[i];
}
</code></pre>

<p>Linq is not intended to modify existing collections or sequences. It creates new sequences based on existing ones. It is possible to achieve the above code using Linq, though it is slightly against its purposes:</p>

<pre><code>var newArray1 = from i in intArray select ((i &gt; 3) ? (i + 1) : (i));
var newArray2 = intArray.Select(i =&gt; (i &gt; 3) ? (i + 1) : (i));
</code></pre>

<p>Using <code>where</code> (or equivalent), as shown in some of the other answers, will exclude any values less than or equal to 3 from the resulting sequence.</p>

<pre><code>var intArray = new int[] { 10, 1, 20, 2 };
var newArray = from i in intArray where i &gt; 3 select i + 1;
// newArray == { 11, 21 }
</code></pre>

<p>There is a <code>ForEach</code> method on arrays that will allow you to use a lambda function instead of a <code>foreach</code> block, though for anything more than a method call I would stick with <code>foreach</code>.</p>

<pre><code>intArray.ForEach(i =&gt; DoSomething(i));
</code></pre>
"
13456,1554,2008-08-17T01:26:52Z,13454,0,"<p>You can obviously concatenate everything together:</p>

<pre><code>cleaned = stringwithslashes.replace(""\\n"",""\n"").replace(""\\r"",""\n"").replace(""\\"","""")
</code></pre>

<p>Is that what you were after? Or were you hoping for something more terse?</p>
"
13579,1370,2008-08-17T10:28:00Z,13454,-4,"<p>Python has a built-in escape() function analogous to PHP's addslashes, but no unescape() function (stripslashes), which in my mind is kind of ridiculous.</p>

<p>Regular expressions to the rescue (code not tested):</p>

<pre><code>p = re.compile( '\\(\\\S)')
p.sub('\1',escapedstring)
</code></pre>

<p>In theory that takes anything of the form \\(not whitespace) and returns \(same char)</p>

<p>edit: Upon further inspection, Python regular expressions are broken as all hell;</p>

<pre><code>&gt;&gt;&gt; escapedstring
'This is a \\n\\n\\n test'
&gt;&gt;&gt; p = re.compile( r'\\(\S)' )
&gt;&gt;&gt; p.sub(r""\1"",escapedstring)
'This is a nnn test'
&gt;&gt;&gt; p.sub(r""\\1"",escapedstring)
'This is a \\1\\1\\1 test'
&gt;&gt;&gt; p.sub(r""\\\1"",escapedstring)
'This is a \\n\\n\\n test'
&gt;&gt;&gt; p.sub(r""\(\1)"",escapedstring)
'This is a \\(n)\\(n)\\(n) test'
</code></pre>

<p>In conclusion, what the hell, Python.</p>
"
13598,745,2008-08-17T12:15:13Z,13454,10,"<p>Not totally sure this is what you want, but..</p>

<pre><code>cleaned = stringwithslashes.decode('string_escape')
</code></pre>
"
13608,893,2008-08-17T12:55:25Z,13454,2,"<p>It sounds like what you want could be reasonably efficiently handled through regular expressions:</p>

<pre><code>import re
def stripslashes(s):
    r = re.sub(r""\\(n|r)"", ""\n"", s)
    r = re.sub(r""\\"", """", r)
    return r
cleaned = stripslashes(stringwithslashes)
</code></pre>
"
13844,1421,2008-08-17T19:01:02Z,13791,3,"<p>Well, I think you might have missed the r or miscounted the backslashes...</p>

<pre><code>""\\n"" == r""\n""

&gt;&gt;&gt; import re
&gt;&gt;&gt; mystring = r""This is \\n a test \\r""
&gt;&gt;&gt; p = re.compile( r""[\\][\\](.)"" )
&gt;&gt;&gt; print p.sub( r""\\\1"", mystring )
This is \n a test \r
&gt;&gt;&gt;
</code></pre>

<p>Which, if I understood is what was requested.</p>

<p>I suspect the more common request is this:</p>

<pre><code>&gt;&gt;&gt; d = {'n':'\n', 'r':'\r', 'f':'\f'}
&gt;&gt;&gt; p = re.compile(r""[\\]([nrfv])"")
&gt;&gt;&gt; print p.sub(lambda mo: d[mo.group(1)], mystring)
This is \
 a test \
&gt;&gt;&gt;
</code></pre>

<p>The interested student should also read Ken Thompson's <a href=""http://cm.bell-labs.com/who/ken/trust.html"" rel=""nofollow"" title=""Cherry G80-11900"">Reflections on Trusting Trust""</a>, wherein our hero uses a similar example to explain the perils of trusting compilers you haven't bootstrapped from machine code yourself.</p>
"
13869,893,2008-08-17T19:26:33Z,13791,0,"<p>You are being tricked by Python's representation of the result string. The Python expression:</p>

<pre><code>'This is \\n a test \\r'
</code></pre>

<p>represents the string</p>

<pre><code>This is \n a test \r
</code></pre>

<p>which is I think what you wanted. Try adding 'print' in front of each of your p.sub() calls to print the actual string returned instead of a Python representation of the string.</p>

<pre><code>&gt;&gt;&gt; mystring = r""This is \n a test \r""
&gt;&gt;&gt; mystring
'This is \\n a test \\r'
&gt;&gt;&gt; print mystring
This is \n a test \r
</code></pre>
"
13875,1421,2008-08-17T19:32:33Z,13857,37,"<p>It's simple: A function that references variables from a containing scope, potentially after flow-of-control has left that scope. That last bit is very useful:</p>

<pre><code>&gt;&gt;&gt; def makeConstantAdder(x):
...     constant = x
...     def adder(y):
...         return y + constant
...     return adder
... 
&gt;&gt;&gt; f = makeConstantAdder(12)
&gt;&gt;&gt; f(3)
15
&gt;&gt;&gt; g = makeConstantAdder(4)
&gt;&gt;&gt; g(3)
7
</code></pre>

<p>Note that 12 and 4 have ""disappeared"" inside f and g, respectively, this feature is what make f and g proper closures.</p>
"
13882,1370,2008-08-17T19:40:49Z,13791,0,"<p>The idea is that I'll read in an escaped string, and unescape it (a feature notably lacking from Python, which you shouldn't need to resort to regular expressions for in the first place). Unfortunately I'm not being tricked by the backslashes...</p>

<p>Another illustrative example:</p>

<pre><code>&gt;&gt;&gt; mystring = r""This is \n ridiculous""
&gt;&gt;&gt; print mystring
This is \n ridiculous
&gt;&gt;&gt; p = re.compile( r""\\(\S)"" )
&gt;&gt;&gt; print p.sub( 'bloody', mystring )
This is bloody ridiculous
&gt;&gt;&gt; print p.sub( r'\1', mystring )
This is n ridiculous
&gt;&gt;&gt; print p.sub( r'\\1', mystring )
This is \1 ridiculous
&gt;&gt;&gt; print p.sub( r'\\\1', mystring )
This is \n ridiculous
</code></pre>

<p>What I'd like it to print is</p>

<pre><code>This is 
ridiculous
</code></pre>
"
13902,1659,2008-08-17T20:20:20Z,13857,6,"<p>I've never heard of transactions being used in the same context as explaining what a closure is and there really aren't any transaction semantics here.</p>

<p>It's called a closure because it ""closes over"" the outside variable (constant)--i.e., it's not just a function but an enclosure of the environment where the function was created. </p>

<p>In the following example, calling the closure g after changing x will also change the value of x within g, since g closes over x:</p>

<pre><code>x = 0

def f():
    def g(): 
        return x * 2
    return g


closure = f()
print(closure()) # 0
x = 2
print(closure()) # 4
</code></pre>
"
13906,150,2008-08-17T20:25:18Z,13857,13,"<p>I like <a href=""http://effbot.org/zone/closure.htm"">this rough, succinct definition</a>:</p>

<blockquote>
  <p>A function that can refer to environments that are no longer active.</p>
</blockquote>

<p>I'd add</p>

<blockquote>
  <p>A closure allows you to bind variables into a function <em>without passing them as parameters</em>.</p>
</blockquote>

<p>Decorators which accept parameters are a common use for closures.  Closures are a common implementation mechanism for that sort of ""function factory"".  I frequently choose to use closures in the <a href=""http://c2.com/cgi/wiki?StrategyPattern"">Strategy Pattern</a> when the strategy is modified by data at run-time.</p>

<p>In a language that allows anonymous block definition -- e.g., Ruby, C# -- closures can be used to implement (what amount to) novel new control structures.  The lack of anonymous blocks is among <a href=""http://ivan.truemesh.com/archives/000411.html"">the limitations of closures in Python</a>.</p>
"
13943,1472,2008-08-17T21:36:32Z,13791,7,"<p>Isn't that what <a href=""#13844"">Anders' second example</a> does?</p>

<p>In 2.5 there's also a <code>string-escape</code> encoding you can apply:</p>

<pre><code>&gt;&gt;&gt; mystring = r""This is \n a test \r""
&gt;&gt;&gt; mystring.decode('string-escape')
'This is \n a test \r'
&gt;&gt;&gt; print mystring.decode('string-escape')
This is 
 a test 
&gt;&gt;&gt;
</code></pre>
"
13949,1667,2008-08-17T21:46:02Z,13941,47,"<p>Have you tried :</p>

<pre><code>import sys
sys.stdout.write('\a')
sys.stdout.flush()
</code></pre>

<p>That works for me here on Mac OS 10.5</p>

<p>Actually, I think your original attempt works also with a little modification:</p>

<pre><code>print('\a')
</code></pre>

<p>(You just need the single quotes around the character sequence).</p>
"
13958,1370,2008-08-17T21:55:54Z,13791,0,"<p>Mark; his second example requires every escaped character thrown into an array initially, which generates a KeyError if the escape sequence happens not to be in the array. It will die on anything but the three characters provided (give \v a try), and enumerating every possible escape sequence every time you want to unescape a string (or keeping a global array) is a really bad solution. Analogous to PHP, that's using <code>preg_replace_callback()</code> with a lambda instead of <code>preg_replace()</code>, which is utterly unnecessary in this situation.</p>

<p>I'm sorry if I'm coming off as a dick about it, I'm just utterly frustrated with Python. This is supported by every other regular expression engine I've ever used, and I can't understand why this wouldn't work.</p>

<p>Thank you for responding; the <code>string.decode('string-escape')</code> function is precisely what i was looking for initially. If someone has a general solution to the regex backreference problem, feel free to post it and I'll accept that as an answer as well.</p>
"
13959,1472,2008-08-17T21:56:10Z,13941,4,"<p>I had to turn off the ""Silence terminal bell"" option in my active Terminal Profile in iTerm for <code>print('\a')</code> to work. It seemed to work fine by default in Terminal.</p>

<p>You can also use the Mac module <code>Carbon.Snd</code> to play the system beep:</p>

<pre><code>&gt;&gt;&gt; import Carbon.Snd
&gt;&gt;&gt; Carbon.Snd.SysBeep(1)
&gt;&gt;&gt;
</code></pre>

<p>The Carbon modules don't have any documentation, so I had to use <code>help(Carbon.Snd)</code> to see what functions were available. It seems to be a direct interface onto Carbon, so the docs on Apple Developer Connection probably help.</p>
"
14304,242853,2008-08-18T08:06:30Z,14281,0,"<p>You could loop through the zip files, reading individual files using the zipfile module and running your regex on those, eliminating to unzip all the files at once. </p>

<p>I'm fairly certain that you can't run a regex over the zipped data, at least not meaningfully.</p>
"
14314,1404,2008-08-18T08:10:57Z,14281,0,"<p>To access the contents of a zip file you have to unzip it, although the zipfile package makes this fairly easy, as you can unzip each file within an archive individually.</p>

<p><a href=""http://docs.python.org/lib/module-zipfile.html"" rel=""nofollow"">Python zipfile module</a></p>
"
14320,116,2008-08-18T08:19:06Z,14281,8,"<p>There's nothing that will automatically do what you want.</p>

<p>However, there is a python zipfile module that will make this easy to do.  Here's how to iterate over the lines in the file.</p>

<pre><code>#!/usr/bin/python

import zipfile
f = zipfile.ZipFile('myfile.zip')

for subfile in f.namelist():
    print subfile
    data = f.read(subfile)
    for line in data.split('\n'):
        print line
</code></pre>
"
14391,1659,2008-08-18T09:43:10Z,14389,14,"<p>Use a subrange of [\u0000-\uFFFF] for what you want.</p>

<p>You can also use the re.UNICODE compile flag. <a href=""http://docs.python.org/lib/re-syntax.html"">The docs</a> say that if UNICODE is set, \w will match the characters [0-9_] plus whatever is classified as alphanumeric in the Unicode character properties database. </p>

<p>See also <a href=""http://coding.derkeiler.com/Archive/Python/comp.lang.python/2004-05/2560.html"">http://coding.derkeiler.com/Archive/Python/comp.lang.python/2004-05/2560.html</a>.</p>
"
14399,914,2008-08-18T09:53:13Z,14389,0,"<p>\X seems to be available as a generic word-character in some languages, it allows you to match a single character disregarding of how many bytes it takes up. Might be useful.</p>
"
14420,1633,2008-08-18T10:17:35Z,14389,4,"<p>In Mastering Regular Expressions from Jeffrey Friedl (great book) it is mentioned that you could use \p{Letter} which will match unicode stuff that is considered a letter.</p>
"
15261,1813,2008-08-18T21:35:39Z,8154,2,"<p>You might want to check MySQL's timeout variables:</p>

<pre><code>show variables like '%timeout%';
</code></pre>

<p>You're probably interested in <code>wait_timeout</code> (less likely but possible: <code>interactive_timeout</code>).  On Debian and Ubuntu, the defaults are 28800 (MySQL kills connections after 8 hours), but maybe the default for your platform is different or whoever administrates the server has configured things differently.</p>

<p>AFAICT, <code>pool_recycle</code> doesn't actually keep the connections alive, it expires them on its own before MySQL kills them.  I'm not familiar with pylons, but if causing the connections to intermittently do a <code>SELECT 1;</code> is an option, that will keep them alive at the cost of basically no server load and minimal network traffic.  One final thought: are you somehow managing to use a connection that pylons thinks it has expired?</p>
"
15291,1797,2008-08-18T22:06:02Z,4942,0,"<p>I agree with mreggen. Tell them by working in Python you can get things done faster. Getting things done faster possibly means money saved by the client. In the least it means that you are working with a language you a more comfortable in, meaning faster development, debugging, and refactoring time. There will be less time spent looking up documentation on what function to use to find the length of a string, etc. </p>
"
15296,1199387,2008-08-18T22:10:13Z,4942,4,"<p>It's one of the preferred languages over at Google - It's several years ahead of Ruby in terms of ""maturity"" (what ever that really means - but managers like that). Since it's prefered by Google you can also run it on the Google App Engine.</p>

<p>Mircosoft is also embracing Python, and will have a v2.0 of IronPython coming out shortly. They are working on a Ruby implementation as well, but the Python version is way ahead, and is actually ""ready for primetime"". That give you the possibility for easy integration with .NET code, as well as being able to write client side RIAs in Python when Silverlight 2 ships.</p>
"
15931,995,2008-08-19T09:39:56Z,15798,28,"<p>Another good option is <a href=""http://lxml.de/validation.html"" rel=""nofollow"">lxml's validation</a> which I find quite pleasant to use.</p>

<p>A simple example taken from the lxml site:</p>

<pre><code>from StringIO import StringIO

from lxml import etree

dtd = etree.DTD(StringIO(""""""&lt;!ELEMENT foo EMPTY&gt;""""""))
root = etree.XML(""&lt;foo/&gt;"")
print(dtd.validate(root))
# True

root = etree.XML(""&lt;foo&gt;bar&lt;/foo&gt;"")
print(dtd.validate(root))
# False
print(dtd.error_log.filter_from_errors())
# &lt;string&gt;:1:0:ERROR:VALID:DTD_NOT_EMPTY: Element foo was declared EMPTY this one has content
</code></pre>
"
15938,446497,2008-08-19T09:45:44Z,2933,3,"<p>For the GUI itself:</p>

<p><a href=""http://wiki.python.org/moin/PyQt"" rel=""nofollow"">PyQT</a> is pretty much the reference.</p>

<p>Another way to develop a rapid user interface is to write a web app,
have it run locally and display the app in the browser.</p>

<p>Plus, if you go for the Tkinter option suggested by lubos hasko
you may want to try portablepy to have your app run on Windows environment
without Python.</p>
"
16189,985,2008-08-19T13:51:47Z,5136,1,"<p>Perhaps try <a href=""http://python.net/crew/theller/ctypes/"" rel=""nofollow"">ctypes </a>instead of SWIG. If it has been included as a part of Python 2.5, then it must be good :-)</p>
"
16191,1694,2008-08-19T13:52:23Z,16067,1,"<p>In my experience, there are two easy ways to call into C code from Python code.  There are other approaches, all of which are more annoying and/or verbose.</p>

<p>The first and easiest is to compile a bunch of C code as a separate shared library and then call functions in that library using ctypes.  Unfortunately, passing anything other than basic data types is non-trivial.</p>

<p>The second easiest way is to write a Python module in C and then call functions in that module.  You can pass anything you want to these C functions without having to jump through any hoops.  And it's easy to call Python functions or methods from these C functions, as described here: <a href=""https://docs.python.org/extending/extending.html#calling-python-functions-from-c"" rel=""nofollow"">https://docs.python.org/extending/extending.html#calling-python-functions-from-c</a></p>

<p>I don't have enough experience with SWIG to offer intelligent commentary.  And while it is possible to do things like pass custom Python objects to C functions through ctypes, or to define new Python classes in C, these things are annoying and verbose and I recommend taking one of the two approaches described above.</p>
"
16875,92,2008-08-19T20:24:18Z,16861,0,"<p>If you are using a framework like <a href=""http://www.djangoproject.com/"" rel=""nofollow"">django</a>, the framework can easily do this for you using standard filters.  In fact, I'm pretty sure django automatically does it unless you tell it not to.</p>

<p>Otherwise, I would recommend using some sort of regex validation before accepting inputs from forms.  I don't think there's a silver bullet for your problem, but using the re module, you should be able to construct what you need.</p>
"
16929,1694,2008-08-19T20:51:39Z,16861,6,"<p>Jeff Atwood himself described how StackOverflow.com sanitizes user input (in non-language-specific terms) on the Stack Overflow blog: <a href=""http://blog.stackoverflow.com/2008/06/safe-html-and-xss/"" rel=""nofollow"">http://blog.stackoverflow.com/2008/06/safe-html-and-xss/</a></p>

<p>However, as Justin points out, if you use Django templates or something similar then they probably sanitize your HTML output anyway.</p>

<p>SQL injection also shouldn't be a concern.  All of Python's database libraries (MySQLdb, cx_Oracle, etc) always sanitize the parameters you pass.  These libraries are used by all of Python's object-relational mappers (such as Django models), so you don't need to worry about sanitation there either.</p>
"
17287,1057,2008-08-20T01:20:48Z,17250,0,"<p>You can use the <a href=""http://www.chilkatsoft.com/python.asp"" rel=""nofollow"">Chilkat</a> library.  It's commercial, but has a free evaluation and seems pretty nice.</p>

<p>Here's an example I got from <a href=""http://www.example-code.com/python/zip.asp"" rel=""nofollow"">here</a>:</p>

<pre><code>import chilkat

# Demonstrates how to create a WinZip-compatible 128-bit AES strong encrypted zip
zip = chilkat.CkZip()
zip.UnlockComponent(""anything for 30-day trial"")

zip.NewZip(""strongEncrypted.zip"")

# Set the Encryption property = 4, which indicates WinZip compatible AES encryption.
zip.put_Encryption(4)
# The key length can be 128, 192, or 256.
zip.put_EncryptKeyLength(128)
zip.SetPassword(""secret"")

zip.AppendFiles(""exampleData/*"",True)
zip.WriteZip()
</code></pre>
"
17300,99,2008-08-20T01:45:05Z,16067,6,"<p>The best way to plan for an eventual transition to compiled code is to write the performance sensitive portions as a module of simple functions in a <a href=""http://en.wikipedia.org/wiki/Functional_programming"" rel=""nofollow"">functional style</a> (stateless and without side effects), which accept and return basic data types.</p>

<p>This will provide a one-to-one mapping from your Python prototype code to the eventual compiled code, and will let you use <a href=""https://docs.python.org/library/ctypes.html"" rel=""nofollow"">ctypes</a> easily and avoid a whole bunch of headaches.</p>

<p>For peak fitting, you'll almost certainly need to use arrays, which will complicate things a little, but is still very doable with ctypes.</p>

<p>If you really want to use more complicated data structures, or modify the passed arguments, <a href=""http://www.swig.org/"" rel=""nofollow"">SWIG</a> or <a href=""https://docs.python.org/extending/"" rel=""nofollow"">Python's standard C-extension interface</a> will let you do what you want, but with some amount of hassle.</p>

<p>For what you're doing, you may also want to check out <a href=""http://numpy.scipy.org/"" rel=""nofollow"">NumPy</a>, which might do some of the work you would want to push to C, as well as offering <a href=""http://projects.scipy.org/scipy/numpy/wiki/NumPyCAPI"" rel=""nofollow"">some additional help in moving data back and forth between Python and C</a>.</p>
"
17933,1199,2008-08-20T13:25:23Z,17893,33,"<p>Try the <code>entry_points.console_scripts</code> parameter in the setup() call. As described in the <a href=""http://peak.telecommunity.com/DevCenter/setuptools#automatic-script-creation"">setuptools docs</a>, this should do what I think you want.</p>

<p>To reproduce here:</p>

<pre><code>from setuptools import setup

setup(
    # other arguments here...
    entry_points = {
        'console_scripts': [
            'foo = package.module:func',
            'bar = othermodule:somefunc',
        ],
    }
)
</code></pre>
"
19152,145,2008-08-21T00:36:33Z,19151,90,"<p>First of all the <a href=""https://docs.python.org/3/library/itertools.html"">itertools module</a> is incredibly useful for all sorts of cases in which an iterator would be useful, but here is all you need to create an iterator in python:</p>

<blockquote>
  <p>yield</p>
</blockquote>

<p>Isn't that cool?  Yield can be used to replace a normal <strong>return</strong> in a function.  It returns the object just the same, but instead of destroying state and exiting, it saves state for when you want to execute the next iteration.  Here is an example of it in action pulled directly from the <a href=""http://docs.python.org/lib/itertools-functions.html"">itertools function list</a>:</p>

<pre><code> def count(n=0):
     while True:
         yield n
         n += 1
</code></pre>

<p>As stated in the functions description (it's the <strong>count()</strong> function from the itertools module...) , it produces an iterator that returns consecutive integers starting with n.</p>

<p><a href=""https://docs.python.org/2/reference/expressions.html#generator-expressions"">Generator expressions</a> are a whole other can of worms (awesome worms!).  They may be used in place of a <a href=""http://www.secnetix.de/olli/Python/list_comprehensions.hawk"">List Comprehension</a> to save memory (list comprehensions create a list in memory that is destroyed after use if not assigned to a variable, but generator expressions can create a Generator Object... which is a fancy way of saying Iterator). Here is an example of a generator expression definition:</p>

<pre><code>gen = (n for n in xrange(0,11))
</code></pre>

<p>This is very similar to our iterator definition above except the full range is predetermined to be between 0 and 10.</p>

<p>I just found <strong>xrange()</strong> (suprised I hadn't seen it before...) and added it to the above example.  <strong>xrange()</strong> is an iterable version of <strong>range()</strong> which has the advantage of not prebuilding the list.  It would be  very useful if you had a giant corpus of data to iterate over and only had so much memory to do it in.</p>
"
19343,429,2008-08-21T04:36:29Z,19339,397,"<p><a href=""http://docs.python.org/library/functions.html#zip""><code>zip</code></a> is its own inverse! Provided you use the special * operator.</p>

<pre><code>&gt;&gt;&gt; zip(*[('a', 1), ('b', 2), ('c', 3), ('d', 4)])
[('a', 'b', 'c', 'd'), (1, 2, 3, 4)]
</code></pre>

<p>The way this works is by calling <code>zip</code> with the arguments:</p>

<pre><code>zip(('a', 1), ('b', 2), ('c', 3), ('d', 4))
</code></pre>

<p>… except the arguments are passed to <code>zip</code> directly (after being converted to a tuple), so there's no need to worry about the number of arguments getting too big.</p>
"
19389,46,2008-08-21T05:59:00Z,19030,0,"<p>maybe you should take the approach of defaulting to: ""the filename is correct"" and work from there to disprove that statement:</p>

<p>with the fact that you only allow filenames with: 'show name', 'season number x episode number' and 'episode name', you know for certain that these items should be separated by a ""-"" (dash) so you have to have 2 of those for a filename to be correct.<br>
if that checks out, you can use your code to check that the show name matches the show name as seen in the parent's parent folder (case insensitive i assume), the season number matches the parents folder numeric value (with or without an extra 0 prepended).</p>

<p>if however you don't see the correct amount of dashes you instantly know that there is something wrong and stop before the rest of the tests etc.</p>

<p>and separately you can check if the file <code>folder.jpg</code> exists and take the necessary actions. <strong>or</strong> do that first and filter that file from the rest of the files in that folder.</p>
"
19665,1094,2008-08-21T11:53:38Z,19654,0,"<p>Well, python is a high level language.. its not hard to learn and if the guys already have programming knowledge it should be much easier to learn.. i like django.. i think it should be a nice try to use django .. </p>
"
19668,279,2008-08-21T11:56:00Z,19654,4,"<p>If the mandate of the new lead is to put the house in order, the current situation should likely be simplified as much as possible prior.  If I had to bring things to order, I wouldn't want to have to manage an ongoing language conversion project on top of everything else, or at least I'd like some choice when initiating the project.  When making your recommendation, did you think about the additional managerial complexity that coming into the middle of a conversion would entail?</p>
"
19685,837,2008-08-21T12:03:43Z,19654,0,"<p>I don't think it's a matter of a programming language as such. </p>

<p>What is the proficiency level of PHP in the team you're talking about? Are they doing spaghetti code or using some structured framework like Zend? If this is the first case then I absolutely understand the guy's interest in Python and Django. It this is the latter, it's just a hype.</p>
"
19692,1344,2008-08-21T12:09:46Z,19654,2,"<p>@darkdog:</p>

<p>Using a new language in production code is about more than easy syntax and high-level capability. You want to be familiar with core APIs and feel like you can fix something through logic instead of having to comb through the documentation.</p>

<p>I'm not saying transitioning to Python would be a bad idea for this company, but I'm with John--keep things simple during the transition. The new lead will appreciate having a say in such decisions.</p>

<p>If you'd really, really, really like to introduce Python, consider writing some extensions or utilities in straight-up Python or in the framework. You won't be upsetting your core initiatives, so it will be a low/no-risk opportunity to prove the merits of a switch.</p>
"
19700,1712,2008-08-21T12:13:51Z,19654,1,"<p>I think the language itself is not an issue here, as python is really nice high level language with good and easy to find, thorough documentation.</p>

<p>From what I've seen, the Django framework is also a great tooklit for web development, giving much the same developer performance boost Rails is touted to give.</p>

<p>The real issue is at the maintenance and management level.</p>

<p>How will this move fragment the maintenance between PHP and Python code. Is there a need to migrate existing code from one platform to another? What problems will adopting Python and Django solve that you have in your current development workflow and frameworks, etc.</p>
"
19715,1694,2008-08-21T12:25:21Z,19654,13,"<p>I recently introduced Python to my company, which does consulting work for the Post Office.  I did this by waiting until there was a project for which I would be the only programmer, then getting permission to do this new project in Python.  I then did another small project in Python with similarly impressive results.  In addition, I used Python for all of my small throwaway assignments (""can you parse the stats in these files into a CSV file organized by date and site?"", etc) and had a quick turnaround time on all of them.</p>

<p>I also evangelized Python a bit; I went out of my way to NOT be obnoxious about it, but I'd occasionally describe why I liked it so much, talked about the personal projects I use it for in my free time and why it's awesome for me, etc.</p>

<p>Eventually we started another project and I convinced everyone to use Python for it.  I took care to point everyone to a lot of documentation, including the specific webpages relating to what they were working on, and every time they had a question, I'd explain how to do things properly by explaining the Pythonic approach to things, etc.</p>

<p>This has worked really well.  However, this might be somewhat different than what you're describing.  In my case I started with moderately small projects and Python is only being used for new projects.  Also, none of my co-workers were really Perl or PHP gurus; they all knew those languages and had been using them for awhile, but it didn't take much effort for them to become more productive in Python than they'd been before.</p>

<p>So if you're talking about new projects with people who currently use PHP but aren't super-experts and don't love that language, then I think switching to Python is a no-brainer.  However, if you're talking about working with a large existing PHP code base with a lot of very experienced PHP programmers who are happy with their current setup, then switching languages is probably not a good idea.  You're probably somewhere in between, so you'll have to weigh the tradeoffs; hopefully my answer will help you do that.</p>
"
19943,2123,2008-08-21T13:47:40Z,19654,0,"<p>I love Python and Django, and use both to develop the our core webapps.</p>

<p>That said, it's hard to make a business case for switching at this point. Specifically:</p>

<ul>
<li>Any new platform is risky compared to staying with the tried and true</li>
<li>You'll have the developer fragmentation you mentioned</li>
<li>It's far easier to find PHP programmers than python programmers</li>
</ul>

<p>Moreover, as other posters have mention, if the issue is more with spaghetti code than PHP itself, there are plenty of nice PHP frameworks that could be used to refactor the code.</p>

<p>That said, if this developer is excited about python, stopping them outright is probably demoralizing. My suggestion would be to encourage them to develop in python, but not the mission critical parts of the app. Instead they could write some utility scripts, some small internal application that needs doing, etc.</p>

<p>In conclusion: I don't recommend switching from PHP, but I do recommend accommodating the developer's interest in some way at work.</p>
"
19968,791,2008-08-21T13:57:41Z,19654,1,"<p>It's really all about schedules.  To me the break should be with a specific project.  If you decide your direction is Django then start new projects with that.  Before you start a new project with a new language/framework, either make sure that you have scheduled time to get up to speed in this new direction, or get up to speed before using on new projects.</p>

<p>I would avoid going with a tool of the month.  Make sure you want it to be your direction and commit some time/resources to learning enough to make a good decision.</p>
"
20065,1595,2008-08-21T14:25:19Z,20063,13,"<p>Use <code>optparse</code> which comes with the standard library. For example:</p>

<pre><code>#!/usr/bin/env python
import optparse

def main():
  p = optparse.OptionParser()
  p.add_option('--person', '-p', default=""world"")
  options, arguments = p.parse_args()
  print 'Hello %s' % options.person

if __name__ == '__main__':
  main()
</code></pre>

<p>Source: <a href=""http://www.ibm.com/developerworks/aix/library/au-pythocli/"" rel=""nofollow"">Using Python to create UNIX command line tools</a></p>

<p>However as of Python 2.7 optparse is deprecated, see: <a href=""http://stackoverflow.com/q/3217673/55075"">Why use argparse rather than optparse?</a></p>
"
20069,446497,2008-08-21T14:26:57Z,20063,14,"<p>Pretty much everybody is using <a href=""http://python.active-venture.com/lib/module-getopt.html"" rel=""nofollow"">getopt</a></p>

<p>Here is the example code for the doc :</p>

<pre><code>import getopt, sys

def main():
    try:
        opts, args = getopt.getopt(sys.argv[1:], ""ho:v"", [""help"", ""output=""])
    except getopt.GetoptError:
        # print help information and exit:
        usage()
        sys.exit(2)
    output = None
    verbose = False
    for o, a in opts:
        if o == ""-v"":
            verbose = True
        if o in (""-h"", ""--help""):
            usage()
            sys.exit()
        if o in (""-o"", ""--output""):
            output = a
</code></pre>

<p>So in a word, here is how it works.</p>

<p>You've got two types of options. Those who are receiving arguments, and those who are
just like switches.</p>

<p><code>sys.argv</code> is pretty much your <code>char** argv</code> in C. Like in C you skip the first element which is the name of your program and parse only the arguments : <code>sys.argv[1:]</code></p>

<p><code>Getopt.getopt</code> will parse it according to the rule you give in argument.</p>

<p><code>""ho:v""</code> here describes the short arguments : <code>-ONELETTER</code>. The <code>:</code> means that <code>-o</code> accepts one argument.</p>

<p>Finally <code>[""help"", ""output=""]</code> describes long arguments ( <code>--MORETHANONELETTER</code> ).
The <code>=</code> after output once again means that output accepts one arguments.</p>

<p>The result is a list of couple (option,argument)</p>

<p>If an option doesn't accept any argument (like <code>--help</code> here) the <code>arg</code> part is an empty string.
You then usually want to loop on this list and test the option name as in the example.</p>

<p>I hope this helped you.</p>
"
20169,1697,2008-08-21T14:59:54Z,20063,4,"<p>Just in case you might need to, this may help if you need to <strong>grab</strong> unicode arguments on Win32 (2K, XP etc):</p>

<pre><code>
from ctypes import *

def wmain(argc, argv):
    print argc
    for i in argv:
        print i
    return 0

def startup():
    size = c_int()
    ptr = windll.shell32.CommandLineToArgvW(windll.kernel32.GetCommandLineW(), byref(size))
    ref = c_wchar_p * size.value
    raw = ref.from_address(ptr)
    args = [arg for arg in raw]
    windll.kernel32.LocalFree(ptr)
    exit(wmain(len(args), args))
startup()
</code></pre>
"
